table_name,column_name,field_class,derivation_rule,source_reference
mastr_einheiten_wind,unit_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,water_depth_m,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,wind_farm_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,wind_onshore_or_offshore,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_wind,wind_onshore_or_offshore_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_wind,wind_onshore_or_offshore_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheitentypen,Id,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheitentypen,Wert,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheitentypen,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_einheitentypen,_silver_run_id,derived,the Silver run id,silver governance
mastr_einheitentypen,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_einheitentypen,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_einheitentypen,source_system,derived,constant per source,silver governance
mastr_ertuechtigungen,Id,source_provided,typed cast,mastr contract / business-name mapping
mastr_ertuechtigungen,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_ertuechtigungen,_silver_run_id,derived,the Silver run id,silver governance
mastr_ertuechtigungen,capacity_increase,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_ertuechtigungen,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_ertuechtigungen,eeg_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_ertuechtigungen,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_ertuechtigungen,recommissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_ertuechtigungen,repowering_approval_required_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_ertuechtigungen,repowering_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_ertuechtigungen,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_ertuechtigungen,source_system,derived,constant per source,silver governance
mastr_grid_operator_change_events,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_grid_operator_change_events,_silver_run_id,derived,the Silver run id,silver governance
mastr_grid_operator_change_events,_src_id_disambiguated,derived,the content-hash ordinal disambiguated the composite key,silver source_record_id rule
mastr_grid_operator_change_events,_src_id_ord,derived,1-based content-hash ordinal within a composite-key group,silver source_record_id rule
mastr_grid_operator_change_events,change_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_grid_operator_change_events,connection_point_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_grid_operator_change_events,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_grid_operator_change_events,grid_operator_change_effective_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_grid_operator_change_events,grid_operator_change_registered_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_grid_operator_change_events,location_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_grid_operator_change_events,new_grid_operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_grid_operator_change_events,previous_grid_operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_grid_operator_change_events,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_grid_operator_change_events,source_system,derived,constant per source,silver governance
mastr_grid_operator_change_events,unit_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_katalogkategorien,Id,source_provided,typed cast,mastr contract / business-name mapping
mastr_katalogkategorien,Name,source_provided,typed cast,mastr contract / business-name mapping
mastr_katalogkategorien,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_katalogkategorien,_silver_run_id,derived,the Silver run id,silver governance
mastr_katalogkategorien,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_katalogkategorien,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_katalogkategorien,source_system,derived,constant per source,silver governance
mastr_katalogwerte,Id,source_provided,typed cast,mastr contract / business-name mapping
mastr_katalogwerte,KatalogKategorieId,source_provided,typed cast,mastr contract / business-name mapping
mastr_katalogwerte,Wert,source_provided,typed cast,mastr contract / business-name mapping
mastr_katalogwerte,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_katalogwerte,_silver_run_id,derived,the Silver run id,silver governance
mastr_katalogwerte,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_katalogwerte,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_katalogwerte,source_system,derived,constant per source,silver governance
mastr_kwk_support_unit_bridge,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_kwk_support_unit_bridge,_silver_run_id,derived,the Silver run id,silver governance
mastr_kwk_support_unit_bridge,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_kwk_support_unit_bridge,linked_id,source_provided,one exploded id from the delimited link array,mastr contract
mastr_kwk_support_unit_bridge,parent_id,source_provided,the owning record's MaStR id,mastr contract
mastr_kwk_support_unit_bridge,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_kwk_support_unit_bridge,source_system,derived,constant per source,silver governance
mastr_location_connection_bridge,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_location_connection_bridge,_silver_run_id,derived,the Silver run id,silver governance
mastr_location_connection_bridge,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_location_connection_bridge,linked_id,source_provided,one exploded id from the delimited link array,mastr contract
mastr_location_connection_bridge,parent_id,source_provided,the owning record's MaStR id,mastr contract
mastr_location_connection_bridge,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_location_connection_bridge,source_system,derived,constant per source,silver governance
mastr_location_unit_bridge,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_location_unit_bridge,_silver_run_id,derived,the Silver run id,silver governance
mastr_location_unit_bridge,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_location_unit_bridge,linked_id,source_provided,one exploded id from the delimited link array,mastr contract
mastr_location_unit_bridge,parent_id,source_provided,the owning record's MaStR id,mastr contract
mastr_location_unit_bridge,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_location_unit_bridge,source_system,derived,constant per source,silver governance
mastr_lokationen,MastrNummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_lokationen,NameDerTechnischenLokation,source_provided,typed cast,mastr contract / business-name mapping
mastr_lokationen,NetzanschlusspunkteMaStRNummern,source_provided,typed cast,mastr contract / business-name mapping
mastr_lokationen,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_lokationen,_silver_run_id,derived,the Silver run id,silver governance
mastr_lokationen,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_lokationen,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_lokationen,linked_unit_ids,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_lokationen,location_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_lokationen,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_lokationen,source_system,derived,constant per source,silver governance
